"","Gene","X.x","Pvalue.Gain.R","Diff.Gain.R","CV.Gain.R","Pvalue.Loss.R","Diff.Loss.R","CV.Loss.R","Pvalue.GainvLoss.R","Diff.GainvLoss.R","X.y","Pvalue.Gain","Diff.Gain","CV.Gain","Pvalue.Loss","Diff.Loss","CV.Loss","Pvalue.GainvLoss","Diff.GainvLoss","Three.Protein.Gain.x","Three.Protein.Loss.x","Three.RNA.Gain","Three.RNA.Loss.x","Uniprot_Acc","Three.RNA.Loss.y","Three.Protein.Gain.y","Three.Protein.Loss.y","RNA_ID.All","Variance.noAn","Variance.Mean.noAn","Variance.All","St.Dev.noAn","St.Dev.All","Chrm.Num.Arm","Acetylation.Var1","Acetylation.Freq","Methylation.Var1","Methylation.Freq","Phosphorylation.Var1","Phosphorylation.Freq","ubiquitination.Var1","ubiquitination.Freq","Sumoylation.Var1","Sumoylation.Freq","regulatory.Var1","regulatory.Freq","gene.CORUM.complex.subunits2","gene.Freq","PPI.Freq.x","PPI.Freq.y","PPI.Freq","log2.CoeffVar.RNA","log2.Protein.CoeffVar","Gene_Name","AmplificationRatio","EnsembleID","m","bm","bp","lp","lm","p","Mean_HalfLife","Intrinsic_Disorder_MobiBD","Intrinsic_Disorder_LowComplexity","Loops.in.Protein.ANCHOR.","Intrinsic_Disorder_Polarity","Intrinsic_Disorder_Polyampholyte","Intrinsic_Disorder_homology","Rate_3","Uniprot.ID","Aggregation.score","Dependency.Score","Gene.names","Non.exponential.decay.delta","Degradation.profile","Mutations.Var1","Mutations.Freq","mutations.FrameShift.Var1","mutations.FrameShift.Freq","mutations.nonsense.missense.Var1","mutations.nonsense.missense.Freq"
"29","AEBP1",114,0.112426086445239,0.23783370491699,3.75187003301913,0.0604260182825141,0.295461852596315,3.45031492504473,0.75450393832402,-0.0576281476793249,181,0.954185855346612,0.00955779354614639,-18.9956098513926,0.368264769087525,0.143839468116214,3.96659182407748,0.497401629458582,-0.134281674570068,"Buffering","Anti-Scaling","Buffering","Anti-Scaling","Q8IUX7","Anti-Scaling","Scaling","Anti-Scaling","AEBP1..165.",4.113060341,2.89606715,4.27163475,2.02806813,2.06679335,"7p","Q8IUX7",9,NA,0,"Q8IUX7",7,"Q8IUX7",4,NA,0,NA,0,NA,0,0,2,2,1.534095054,2.084403006,"AEBP1",0.008108108,NA,NA,NA,NA,NA,NA,NA,NA,382,367,385,NA,222,498,NA,"aebp1_human","-",-0.278405056,NA,NA,NA,"AEBP1",51,"AEBP1",2,"AEBP1",31
"30","AFAP1",115,0.71495189241588,-0.0534020411985019,4.62068847642893,1.73293289087245e-09,-0.498807644035381,-1.64550648310495,0.00339135433331659,0.445405602836879,183,0.597828148591082,-0.0619267060009283,2.47127505196056,0.00586382842653338,-0.212787903435257,-0.90061662770055,0.239415630526936,0.150861197434329,"Buffering","Buffering","Buffering","Scaling","Q8N556-2","Anti-Scaling","Scaling","Anti-Scaling","AFAP1..60312.",2.263116281,0.729700237,1.955846555,1.50436574,1.39851584,"4p",NA,0,NA,0,"Q8N556-2",1,NA,0,NA,0,NA,0,NA,0,8,29,37,-0.454624173,3.230123856,"AFAP1",0,"ENSG00000196526",0.991819604,-0.224259786,2.429222064,2.86332286,5.258186954,4.709178026,33.898,NA,NA,NA,NA,NA,NA,NA,"afap1_human","-",0.196962785,NA,NA,NA,"AFAP1",19,"AFAP1",3,"AFAP1",14
"31","AFG3L2",118,0.00431406296360807,0.286622642352731,35.2699593115747,1.93064324574832e-12,-0.461002441822353,-0.556877360450801,3.11014530722126e-11,0.747625084175084,189,0.000904617093296012,0.376232119743267,0.408322483582262,3.64721496478133e-06,-0.295428812011022,-0.431325914250136,5.27639295153742e-07,0.671660931754289,"Scaling","Scaling","Scaling","Scaling","Q9Y4W6","Scaling","Scaling","Scaling","AFG3L2..10939.",0.2190056,0.03977021,0.3576653,0.4679803,0.5980512,"18p","Q9Y4W6",6,"Q9Y4W6",1,"Q9Y4W6",13,"Q9Y4W6",14,NA,0,"Q9Y4W6",1,"Q9Y4W6",1,2,67,69,-4.652168,1.722756,"AFG3L2",0.005405405,"ENSG00000141385",1.321142,0.1050623,2.904244,2.901458,4.684585,5.513522,191.5464,90,101,43,NA,46,458,0.204,"afg32_human","0.01",-1.085406195,NA,NA,NA,"AFG3L2",15,"AFG3L2",1,"AFG3L2",8
"32","AGPAT1",125,7.77400447572512e-09,0.322547347628917,0.420813685636156,3.72828692967635e-06,-0.312963488605715,-1.11087563206308,1.73989811860952e-14,0.635510836234633,204,0.72200972635729,0.0319795121156505,-14.6244734735707,0.000766592602122063,-0.277366244146495,-0.150713035853443,0.00446870120747674,0.309345756262145,"Buffering","Scaling","Scaling","Scaling","Q99943","Scaling","Scaling","Buffering","AGPAT1..10554.",0.516420396,0.092269936,0.594847643,0.71862396,0.771263666,"6p",NA,0,"Q99943",1,"Q99943",3,"Q99943",3,NA,0,NA,0,NA,0,1,14,15,-3.43799553,3.582448017,"AGPAT1",0.002702703,NA,NA,NA,NA,NA,NA,NA,59.15,NA,44,7,NA,NA,129,-0.088,"plca_human","-",-0.070910737,NA,NA,NA,"AGPAT1",3,NA,0,NA,0
"33","AGPAT3",127,0.014843148567738,0.224342935724962,-3.33369846941438,2.41729101037137e-13,-0.490371886114118,-0.384680855498803,9.97191905842795e-11,0.71471482183908,206,0.59015851663056,0.0463183591981084,1.05858502848279,0.00343141303320923,-0.166736026563308,-0.55579728336942,0.0324346793545132,0.213054385761417,"Buffering","Buffering","Buffering","Scaling","Q9NRZ7-3","Scaling","Buffering","Buffering","AGPAT3..56894.",0.8901173,0.1893341,0.8444044,0.9434603,0.9189148,"21q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,11,14,25,-2.400994,6.634796,"AGPAT3",0,"ENSG00000160216",1.010631,-0.2054479,2.490188,2.575188,4.961136,4.788956,80.9802,NA,NA,NA,NA,NA,NA,NA,"plcc_human","-",-0.015759627,NA,NA,NA,"AGPAT3",13,"AGPAT3",2,"AGPAT3",6
"34","AGPS",130,0.863752756903389,-0.0175261118125699,-0.669756123270821,0.142235748543955,-0.238794476010101,-0.757877465583066,0.226910804669818,0.221268364197531,209,0.766936037073043,0.021621835303924,4.69650698134111,0.387440125681682,0.0846663677541506,1.19409126832455,0.580597691724933,-0.0630445324502266,"Buffering","Buffering","Buffering","Buffering","O00116","Buffering","Buffering","Buffering","AGPS..8540.",0.668224268,0.140978094,0.745566066,0.817449857,0.863461676,"2q","O00116",4,"O00116",1,"O00116",15,"O00116",17,NA,0,NA,0,"O00116",1,2,21,23,-2.826457092,3.239336731,"AGPS",0.005405405,"ENSG00000018510",1.62193252,0.40585313,3.064688992,2.818225894,5.179531684,5.974757871,74.025,65,54,78,NA,17,568,0.062,"adas_human","-0.2",0.016544816,"AGPS",-0.027529524,"ED","AGPS",10,"AGPS",1,"AGPS",4
"35","AGR2",131,0.255906004654086,0.257026491779959,-1.51500666413373,7.0972551528269e-07,-0.798153538906655,-0.309659386150619,9.19138852312406e-06,1.05518003068661,210,0.558085860930829,-0.206392403117125,-3.89111538389653,0.133402432125462,-0.311198445921632,-0.980326958080863,0.772777216125667,0.104806042804508,"Anti-Scaling","Scaling","Scaling","Scaling","O95994","Scaling","Scaling","Scaling","AGR2..10551.",11.09070694,3.292290254,12.86294311,3.330271301,3.586494543,"7p","O95994",5,NA,0,"O95994",10,NA,0,NA,0,NA,0,NA,0,11,15,26,1.719091532,4.978388849,"AGR2",0.018918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,139,NA,"agr2_human","-0.15",0.005638448,NA,NA,NA,"AGR2",3,"AGR2",1,NA,0
"36","AGR3",132,0.00136258560715595,0.980477720882895,5.34300277254033,0.00094280020600182,-0.994721916247906,-4.16832064102088,6.59893361422447e-08,1.9751996371308,211,0.932903638795167,0.0251790753522586,-7.57951690231295,0.0173839549215297,-0.50015296850204,-0.669945409893171,0.094306883694892,0.525332043854298,"Buffering","Scaling","Scaling","Scaling","Q8TD06","Buffering","Anti-Scaling","Buffering","AGR3..155465.",2.398497525,3.47841208,3.631176072,1.548708341,1.905564502,"7p",NA,0,NA,0,"Q8TD06",3,NA,0,NA,0,NA,0,NA,0,8,6,14,1.798428856,5.096468739,"AGR3",0.018918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,149,NA,"agr3_human","-",0.127313254,NA,NA,NA,"AGR3",4,NA,0,"AGR3",3
"37","AHNAK",137,0.0381659709718133,0.175824635863956,7.13294875338828,9.62126716748997e-07,-0.461075587360915,-0.692070287464217,4.88284729115956e-09,0.636900223224871,222,0.338418339930961,0.0742459824516322,1.36664466592945,0.261995710580974,-0.120678706459048,-1.48629568584131,0.0996588501259594,0.19492468891068,"Buffering","Buffering","Buffering","Scaling","Q09666","Anti-Scaling","Scaling","Anti-Scaling","AHNAK..79026.",3.870926174,0.665738911,3.166774447,1.967466944,1.779543325,"11q","Q09666",118,"Q09666",166,"Q09666",369,"Q09666",463,"Q09666",33,NA,0,"Q09666",1,31,90,121,-0.586971603,8.683788522,"AHNAK",0,"ENSG00000124942",1.904669341,0.688589951,1.814756787,3.770115295,4.85788105,5.007562487,60.4101,770,342,1427,46,333,89,0.2,"ahnk_human","0.4",-0.188501572,"AHNAK",0.041479805,"ED","AHNAK",145,"AHNAK",5,"AHNAK",112
"38","AHNAK",137,0.0381659709718133,0.175824635863956,7.13294875338828,9.62126716748997e-07,-0.461075587360915,-0.692070287464217,4.88284729115956e-09,0.636900223224871,222,0.338418339930961,0.0742459824516322,1.36664466592945,0.261995710580974,-0.120678706459048,-1.48629568584131,0.0996588501259594,0.19492468891068,"Buffering","Buffering","Buffering","Scaling","Q09666-2","Anti-Scaling","Scaling","Anti-Scaling","AHNAK..79026.",3.870926174,0.665738911,3.166774447,1.967466944,1.779543325,"11q",NA,0,NA,0,"Q09666-2",1,NA,0,NA,0,NA,0,NA,0,31,90,121,-0.586971603,4.402731737,"AHNAK",0,"ENSG00000124942",1.904669341,0.688589951,1.814756787,3.770115295,4.85788105,5.007562487,60.4101,NA,NA,NA,NA,NA,NA,NA,"ahnk_human","0.4",-0.188501572,NA,NA,NA,"AHNAK",145,"AHNAK",5,"AHNAK",112
"39","AHR",139,0.079770048787036,0.207761065347836,1.09662554944947,0.012013728686722,-0.27660360413177,2.46096719020959,0.00046144668672941,0.484364669479606,224,0.36151234604445,0.089622914404406,1.20302485513955,0.310027187612697,-0.112551537307457,-2.41883575628212,0.105780641802862,0.202174451711863,"Buffering","Buffering","Buffering","Scaling","P35869","Buffering","Scaling","Buffering","AHR..196.",2.347445545,0.750854109,2.501081532,1.532137574,1.581480803,"7p","P35869",1,NA,0,"P35869",11,"P35869",12,"P35869",2,"P35869",4,"P35869",1,30,30,60,-0.413395475,2.414213404,"AHR",0.016216216,"ENSG00000106546",1.241699916,0.025620526,3.150799199,2.928395852,4.676958677,5.680635473,15.201,64,65,120,NA,NA,248,0.508,"ahr_human","-",0.045161247,"AHR",0.325496454,"NED","AHR",27,"AHR",3,"AHR",17
"40","AIF1",141,0.221170690276384,0.196440304443474,4.56648905404617,0.779183098838477,0.0436260748681498,3.35000917947478,0.389665965777356,0.152814229575325,229,0.95578514657106,-0.00791064153186804,-515.277076609687,0.817378647567043,-0.0392349947436053,-10.8358272292335,0.874190868039703,0.0313243532117373,"Buffering","Buffering","Buffering","Buffering","P55008","Scaling","Scaling","Scaling","AIF1..199.",2.762063865,4.080754636,2.876483259,1.661945807,1.696019829,"6p","P55008",1,"P55008",1,"P55008",7,"P55008",3,NA,0,NA,0,NA,0,1,2,3,2.028835968,2.688055504,"AIF1",0.005405405,NA,NA,NA,NA,NA,NA,NA,58.6795,20,NA,14,NA,NA,NA,NA,"aif1_human","-",-0.235468875,NA,NA,NA,"AIF1",3,NA,0,"AIF1",2
"41","AIP",144,0.000973147624692602,0.195280785840373,-1.10844972426105,0.0164643122291852,-0.145520243060304,-0.376616219104791,5.72189166325327e-06,0.340801028900677,236,0.0933503702122634,0.0825064675887751,0.469144339772883,0.0092298117602352,-0.122324746259182,-0.281849368628397,0.00109427304977572,0.204831213847957,"Buffering","Buffering","Buffering","Buffering","O00170","Buffering","Buffering","Buffering","AIP..9049.",0.348943128,0.058121408,0.418716208,0.590714083,0.647082845,"11q","O00170",1,"O00170",1,"O00170",13,"O00170",18,NA,0,"O00170",3,NA,0,16,31,47,-4.104786542,6.438589916,"AIP",0.037837838,"ENSG00000110711",1.356049814,0.139970424,3.292219734,2.51851394,3.90649666,5.936405906,71.45425,NA,NA,11,NA,NA,225,0.1,"aip_human","-",-0.296395457,"AIP",0.027021568,"ED","AIP",9,NA,0,"AIP",6
"42","AK3",147,0.000686382492919738,0.331091933200067,1.08045141476886,8.75515979330927e-18,-0.670057662247608,-0.735837582529505,4.19214191766594e-19,1.00114959544768,240,0.494553606912855,0.0639593631795352,0.98089747602844,5.39937548144307e-10,-0.409303031431935,-0.288904390985562,6.8247013175914e-06,0.47326239461147,"Buffering","Scaling","Scaling","Scaling","Q9UIJ7","Scaling","Buffering","Scaling","AK3..50808.",0.5597276,0.1155425,0.7522577,0.7481494,0.8673279,"9p","Q9UIJ7",6,"Q9UIJ7",1,"Q9UIJ7",10,"Q9UIJ7",1,NA,0,NA,0,NA,0,2,3,5,-3.113504,2.380744,"AK3",0.01621622,"ENSG00000147853",1.151287,-0.06479193,3.324092,2.356026,4.479493,5.763516,250.8875,NA,NA,9,NA,NA,36,NA,NA,NA,0.061712412,"AK3",0.13414357,"ED","AK3",5,NA,0,"AK3",3
"43","AKT1S1",159,0.101066579057758,0.156024013605442,-0.560981486103136,3.02228998827487e-05,-0.331260986394558,-0.372216415938825,1.93854163089969e-05,0.487285,264,0.171453722846744,0.0964677038928872,0.367880032398946,0.411428301079352,-0.0765951237622297,-1.74010722720455,0.0768705180381367,0.173062827655117,"Buffering","Buffering","Buffering","Scaling","Q96B36-3","Scaling","Buffering","Buffering","AKT1S1..84335.",0.496094882,0.092537324,0.482079888,0.704340033,0.69431973,"19q",NA,0,NA,0,"Q96B36-3",1,NA,0,NA,0,NA,0,NA,0,6,19,25,-3.433820812,2.717850806,"AKT1S1",0,"ENSG00000204673",1.323967121,0.10788773,3.237758656,2.408239965,3.924837306,5.849862135,52.428,NA,NA,NA,NA,NA,NA,NA,"akts1_human","-",0.032001867,NA,NA,NA,"AKT1S1",11,"AKT1S1",1,"AKT1S1",3
"44","AKT2",160,0.000186623959846399,0.390697057269023,2.10059417101984,6.11204598995566e-05,-0.277824952884566,-0.572128272229349,1.74601096067574e-08,0.668522010153589,265,0.176060848265768,0.0897752683189161,0.389812519442119,0.19259328758267,-0.0820486400364936,-1.27151211597934,0.0264933801806306,0.17182390835541,"Buffering","Buffering","Scaling","Scaling","P31751","Buffering","Buffering","Buffering","AKT2..208.",0.277085633,0.046706027,0.418110505,0.526389241,0.64661465,"19q","P31751",1,NA,0,"P31751",28,"P31751",18,NA,0,"P31751",2,"P31751",2,76,36,112,-4.420247468,4.840027991,"AKT2",0.010810811,"ENSG00000105221",1.544887804,0.328808413,2.248206971,2.682145076,4.740986047,5.081231133,61.27516667,NA,NA,21,NA,NA,427,NA,"akt2_human","-0.05",-0.158675245,NA,NA,NA,"AKT2",9,NA,0,"AKT2",6
"45","ALDH16A1",164,0.0375617105901899,0.206492074829932,-9.73827144262054,0.296133402505546,-0.100771258503401,-1.75132150504754,0.00929395075983149,0.307263333333333,271,0.295711316597588,0.0641652198542311,0.467883288757663,0.285319000906883,-0.0791569082977347,-1.55655277006366,0.0872909705173418,0.143322128151966,"Buffering","Buffering","Buffering","Buffering","Q8IZ83","Scaling","Buffering","Scaling","ALDH16A1..126133.",0.455780151,0.10637821,0.55359633,0.675114917,0.744040543,"19q","Q8IZ83",2,"Q8IZ83",4,"Q8IZ83",6,"Q8IZ83",10,NA,0,NA,0,NA,0,4,15,19,-3.23272543,5.594309675,"ALDH16A1",0.002702703,"ENSG00000161618",0.677558792,-0.538520598,3.131496785,2.904174368,4.245882648,5.097191936,228.9068,NA,81,46,NA,NA,711,NA,"a16a1_human","-",-0.044642706,NA,NA,NA,"ALDH16A1",23,"ALDH16A1",1,"ALDH16A1",12
"46","ALDH1B1",169,0.130502459807063,0.127096503831418,6.05309660602989,1.21608107411135e-13,-0.483599303939544,-0.630920619720917,6.77890222217115e-11,0.610695807770961,276,0.866507684333853,0.0152738326979477,0.950924553018377,2.80789136890112e-05,-0.362407576189589,-1.02998676816091,0.000351541317983322,0.377681408887537,"Buffering","Scaling","Buffering","Scaling","P30837","Scaling","Scaling","Buffering","ALDH1B1..219.",0.781485625,0.170614862,0.978330261,0.884016756,0.989105789,"9p","P30837",6,"P30837",1,"P30837",10,"P30837",6,NA,0,NA,0,NA,0,11,28,39,-2.551184771,6.261586245,"ALDH1B1",0.005405405,"ENSG00000137124",1.258049021,0.041969631,3.183030042,2.713490543,3.778006461,5.729215421,124.1627143,NA,26,15,NA,NA,464,-0.017,"al1b1_human","-0.12",-0.086370834,NA,NA,NA,"ALDH1B1",16,"ALDH1B1",1,"ALDH1B1",11
"47","ALDH2",170,0.895490844273427,-0.0154557116844367,0.402098643063364,0.0471311686303624,-0.282942117682615,0.739719800005772,0.093212852090654,0.267486405998178,279,0.669448182788171,0.0474839100459747,3.10562329414525,0.05687231532846,-0.272641468728244,-1.23174667739623,0.0426120672797417,0.320125378774219,"Buffering","Scaling","Buffering","Scaling","P05091","Scaling","Scaling","Scaling","ALDH2..217.",5.606215601,1.377842285,5.671864311,2.367744834,2.381567616,"12q","P05091",6,"P05091",2,"P05091",21,"P05091",6,NA,0,"P05091",2,NA,0,25,20,45,0.462410759,3.394087631,"ALDH2",0,"ENSG00000111275",1.098348178,-0.117731212,2.952556246,2.713490543,4.632538272,5.339040783,135.87425,NA,15,23,NA,NA,464,0.113,"aldh2_human","-0.1",-0.077318994,NA,NA,NA,"ALDH2",21,"ALDH2",3,"ALDH2",12
"48","ALDH3B1",171,0.488583150455803,-0.0530757076661203,4.71638220752488,7.65137081316026e-06,-0.380164033073108,-1.21378803919016,0.00044226509381904,0.327088325406987,282,0.122110074599831,-0.133812090900285,-3.13503868265183,0.902751199838533,0.0102603625451387,0.876601295617388,0.150766002796126,-0.144072453445424,"Anti-Scaling","Buffering","Buffering","Scaling","P43353","Anti-Scaling","Buffering","Buffering","ALDH3B1..221.",2.777768833,0.761461913,2.87513974,1.666663983,1.695623702,"11q",NA,0,NA,0,"P43353",7,"P43353",10,NA,0,NA,0,NA,0,32,9,41,-0.393156217,3.84134622,"ALDH3B1",0.035135135,"ENSG00000006534",1.233938503,0.017859113,3.0920728,2.670245853,4.281578735,5.614147662,143.9146667,NA,NA,1,NA,NA,417,0,"al3b1_human","-",NA,NA,NA,NA,"ALDH3B1",7,NA,0,"ALDH3B1",5
"49","ALDH5A1",173,0.02869259347615,0.147944821324679,0.600448434601648,9.74728243161539e-13,-0.638810400424215,-0.787899494716028,2.32593615456158e-15,0.786755221748894,284,0.516539267359687,0.0742605022579661,-6.86780416896524,0.00355527425331444,-0.361581203120424,-0.30263800101049,0.00373638539036501,0.43584170537839,"Buffering","Scaling","Buffering","Scaling","P51649-2","Scaling","Buffering","Scaling","ALDH5A1..7915.",1.409986066,0.549813952,1.403756636,1.187428342,1.184802362,"6p",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,9,11,-0.862984579,6.053802226,"ALDH5A1",0.002702703,"ENSG00000112294",-0.028079447,-1.244158837,3.234480946,2.728353782,4.611144217,4.494537858,252.467125,NA,NA,NA,NA,NA,NA,NA,"ssdh_human","-",-0.085654803,NA,NA,NA,"ALDH5A1",21,"ALDH5A1",1,"ALDH5A1",12
"50","ALDH5A1",173,0.02869259347615,0.147944821324679,0.600448434601648,9.74728243161539e-13,-0.638810400424215,-0.787899494716028,2.32593615456158e-15,0.786755221748894,284,0.516539267359687,0.0742605022579661,-6.86780416896524,0.00355527425331444,-0.361581203120424,-0.30263800101049,0.00373638539036501,0.43584170537839,"Buffering","Scaling","Buffering","Scaling","P51649-2","Scaling","Buffering","Scaling","ALDH5A1..7915.",1.409986066,0.549813952,1.403756636,1.187428342,1.184802362,"6p",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,9,11,-0.862984579,6.053802226,"ALDH5A1",0.002702703,"ENSG00000112294",-0.028079447,-1.244158837,3.234480946,2.728353782,4.611144217,4.494537858,252.467125,NA,NA,NA,NA,NA,NA,NA,"ssdh_human","-",-0.085654803,NA,NA,NA,"ALDH5A1",21,"ALDH5A1",1,"ALDH5A1",12
"51","ALDH5A1",173,0.02869259347615,0.147944821324679,0.600448434601648,9.74728243161539e-13,-0.638810400424215,-0.787899494716028,2.32593615456158e-15,0.786755221748894,284,0.516539267359687,0.0742605022579661,-6.86780416896524,0.00355527425331444,-0.361581203120424,-0.30263800101049,0.00373638539036501,0.43584170537839,"Buffering","Scaling","Buffering","Scaling","P51649-2","Scaling","Buffering","Scaling","ALDH5A1..7915.",1.409986066,0.549813952,1.403756636,1.187428342,1.184802362,"6p",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,9,11,-0.862984579,6.053802226,"ALDH5A1",0.002702703,"ENSG00000112294",-0.028079447,-1.244158837,3.234480946,2.728353782,4.611144217,4.494537858,252.467125,NA,NA,NA,NA,NA,NA,NA,"ssdh_human","-",-0.085654803,NA,NA,NA,"ALDH5A1",21,"ALDH5A1",1,"ALDH5A1",12
"52","ALDH5A1",173,0.02869259347615,0.147944821324679,0.600448434601648,9.74728243161539e-13,-0.638810400424215,-0.787899494716028,2.32593615456158e-15,0.786755221748894,284,0.516539267359687,0.0742605022579661,-6.86780416896524,0.00355527425331444,-0.361581203120424,-0.30263800101049,0.00373638539036501,0.43584170537839,"Buffering","Scaling","Buffering","Scaling","P51649-2","Scaling","Buffering","Scaling","ALDH5A1..7915.",1.409986066,0.549813952,1.403756636,1.187428342,1.184802362,"6p",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,9,11,-0.862984579,6.053802226,"ALDH5A1",0.002702703,"ENSG00000112294",-0.028079447,-1.244158837,3.234480946,2.728353782,4.611144217,4.494537858,252.467125,NA,NA,NA,NA,NA,NA,NA,"ssdh_human","-",-0.085654803,NA,NA,NA,"ALDH5A1",21,"ALDH5A1",1,"ALDH5A1",12
"53","ALG8",183,4.22822526726897e-11,0.445961442441054,3.22614677472218,0.936345232346161,-0.0114066662108574,-3.61963190368924,0.00309801656991621,0.457368108651911,300,0.308472513892792,0.0993253870934743,1.18485284594923,0.682138371496444,-0.074900394630744,-6.3069528376575,0.356088618019742,0.174225781724218,"Buffering","Buffering","Scaling","Buffering","Q9BVK2","Buffering","Scaling","Buffering","ALG8..79053.",0.263792362,0.048430317,0.422019209,0.513607206,0.649630056,"11q",NA,0,NA,0,"Q9BVK2",5,"Q9BVK2",5,NA,0,NA,0,NA,0,3,26,29,-4.367945737,NA,"ALG8",0.018918919,"ENSG00000159063",1.353236972,0.137157582,2.720730796,2.720985744,4.587514534,5.362104127,133.1666667,NA,37,NA,NA,NA,487,0.054,"alg8_human","-1.21",-0.441815122,NA,NA,NA,"ALG8",16,"ALG8",2,"ALG8",7
"54","ALG9",184,2.18100118172661e-10,0.330718991202972,-0.744055824602824,3.9679801840003e-08,-0.32459929051531,-0.202959331950891,7.11489059681139e-19,0.655318281718282,301,0.147203624508893,0.111787105961584,0.598112696805115,0.653666109123511,-0.0318664534767526,4.06591453984618,0.123962088214648,0.143653559438337,"Buffering","Buffering","Scaling","Scaling","Q9H6U8-3","Scaling","Scaling","Buffering","ALG9..79796.",0.321983401,0.076342486,0.352136605,0.567435813,0.593410992,"11q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,29,31,-3.711370022,NA,"ALG9",0.002702703,"ENSG00000086848",0.67607505,-0.54000434,2.854269704,2.78604121,4.929643679,4.818481113,141.237,NA,NA,NA,NA,NA,NA,NA,"alg9_human","-",-0.135223384,NA,NA,NA,"ALG9",6,NA,0,"ALG9",2
"55","ANAPC1",197,0.000576095097151486,0.183636292989418,-1.69890359712817,0.000105911334156791,-0.392862410714286,-0.347262688860193,4.09259943211942e-07,0.576498703703704,329,0.952359301330531,0.00398024102429333,0.90361283745984,0.892721877122046,0.00613823212253083,0.276035337224269,0.977095315430841,-0.0021579910982375,"Buffering","Buffering","Buffering","Scaling","Q9H1A4","Buffering","Buffering","Buffering","ANAPC1..64682.",0.296678555,0.06254856,0.304428216,0.544682068,0.551750139,"2q",NA,0,"Q9H1A4",2,"Q9H1A4",74,"Q9H1A4",30,NA,0,"Q9H1A4",5,"Q9H1A4",2,17,59,76,-3.998879517,1.447578999,"ANAPC1",0,"ENSG00000153107",0.772757588,-0.443321802,2.670525481,3.288696261,5.068386259,4.731419428,77.72377778,102,72,77,79,NA,217,NA,"apc1_human","-0.83",-1.047204342,NA,NA,NA,"ANAPC1",46,"ANAPC1",2,"ANAPC1",21
"56","ANAPC4",199,0.117222884757877,0.109419709737828,1.45825461236381,1.46368327012059e-20,-0.445906309765718,-0.385102040199336,1.68422547991521e-10,0.555326019503546,332,0.409698499929575,0.087208272453235,0.377182222904153,0.798047160328401,-0.0163233323630813,0.772300421308116,0.328569338048757,0.103531604816316,"Buffering","Buffering","Buffering","Scaling","Q9UJX5","Scaling","Buffering","Buffering","ANAPC4..29945.",0.2451989,0.05667103,0.3199041,0.4951756,0.5656006,"4p","Q9UJX5",1,"Q9UJX5",1,"Q9UJX5",19,"Q9UJX5",7,"Q9UJX5",2,NA,0,"Q9UJX5",2,27,36,63,-4.141245,2.069602,"ANAPC4",0,"ENSG00000053900",0.8990191,-0.3170603,2.968743,2.907411,4.615334,5.155898,57.97778,NA,47,16,NA,NA,313,NA,NA,NA,-1.361166771,NA,NA,NA,"ANAPC4",14,"ANAPC4",1,"ANAPC4",10
"57","ANAPC5",200,1.36195468399379e-05,0.214757306471628,1.3119802074276,5.44153492890709e-17,-0.432343081620415,-0.172013610162185,6.69535582590098e-22,0.647100388092043,333,0.563297468038601,0.0325413709823089,1.38628997043899,0.260979441782731,-0.0502529154878489,-0.5802969651627,0.173659952201779,0.0827942864701578,"Buffering","Buffering","Buffering","Scaling","F5H0F9","Buffering","Buffering","Buffering","ANAPC5..51433.",0.203008274,0.031119107,0.216945321,0.450564395,0.465773894,"12q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,13,53,66,-5.006055527,1.584783048,"ANAPC5",0,"ENSG00000089053",1.591942491,0.375863101,2.709639237,2.877946952,4.62134768,5.589718087,59.01925,NA,31,16,NA,NA,360,NA,"apc5_human","-0.1",-0.927820789,"ANAPC5",0.438539299,"NED","ANAPC5",14,"ANAPC5",1,"ANAPC5",8
